instance_id,source_row_1_based,org,dest,days,level,people_number,budget,local_constraint,constraint_signature,reference_size_quartile,reference_chars,reference_items,query
travelplanner_test_0751,751,Baton Rouge,Houston,3,hard,2,1900,"{""cuisine"": [""American"", ""Mexican"", ""Mediterranean"", ""French""], ""house rule"": ""smoking"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,2,14488,75,"Could you devise a 3-day travel plan for two people, starting from Baton Rouge and heading to Houston from March 16th to March 18th, 2022? Our budget is roughly $1,900. We require accommodations that allow smoking and should ideally be entire rooms. In terms of meals, we enjoy French, Mediterranean, Mexican, and American cuisines."
travelplanner_test_0752,752,Seattle,Ketchikan,3,hard,2,2200,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,2,14262,76,"Can you assist in creating a 3-day travel plan for 2 people departing from Seattle and heading towards Ketchikan, between March 7th and March 9th, 2022? Our budget is $2,200, and we require accommodations that allow visitors and provide us with entire rooms. Please note that we will not be driving ourselves during this trip."
travelplanner_test_0753,753,Phoenix,New Orleans,3,hard,2,2000,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""not shared room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,2,14924,76,"Can you assist in creating a travel plan starting in Phoenix and heading to New Orleans? The trip duration will be 3 days, from March 1st to March 3rd, 2022. The trip is meant for 2 people and our budget is $2,000. We require accommodations that are not shared rooms and should be suitable for children under 10. Additionally, we will not be self-driving during this journey."
travelplanner_test_0754,754,Sacramento,Denver,3,hard,2,2100,"{""cuisine"": [""Chinese"", ""American"", ""Italian"", ""Indian""], ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,2,14590,72,"Could you help design a 3-day trip for two from Sacramento to Denver? We will be traveling from March 11th to 13th, 2022 with a budget of $2,100. We require accommodations that allow pets and should ideally be entire rooms. Also, for our meals, we would like to explore Italian, Chinese, Indian, and American cuisines."
travelplanner_test_0755,755,Phoenix,Los Angeles,3,hard,2,1600,"{""cuisine"": null, ""house rule"": ""smoking"", ""room type"": ""private room"", ""transportation"": ""no flight""}",house rule+room type+transportation,4,22097,105,"Could you design a 3-day travel plan for two people, departing from Phoenix and going to Los Angeles from March 18th to March 20th, 2022? We have a budget of $1,600. We prefer private rooms for our stay and we'd like places where smoking is allowed. We also wish to avoid any flights during our journey."
travelplanner_test_0757,757,Honolulu,Los Angeles,3,hard,4,6200,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,4,20025,97,"Could you create a travel itinerary for a group of 4 departing from Honolulu to Los Angeles for 3 days, from March 26th to March 28th, 2022? We are on a new budget of $6,200. Keep in mind that our accommodations must allow children under 10 and we need entire rooms to accommodate all of us. Please note that we won't be self-driving for transportation."
travelplanner_test_0758,758,Denver,Great Falls,3,hard,2,1800,"{""cuisine"": [""Mexican"", ""Indian"", ""Mediterranean"", ""French""], ""house rule"": ""visitors"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,3,16000,85,"Could you create a travel itinerary for 2 people, departing from Denver to Great Falls, with a visit to 1 city, covering the dates from March 26th to March 28th, 2022? We have a budget of $1,800. We'll not be self-driving, so alternative transportation needs to be arranged. When it comes to dining, we would like to seek out Indian, Mexican, French, and Mediterranean cuisines. We require accommodations that allow visitors."
travelplanner_test_0759,759,Albany,Newark,3,hard,2,700,"{""cuisine"": [""Italian"", ""Mexican"", ""Indian"", ""French""], ""house rule"": null, ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",cuisine+room type+transportation,2,14614,77,"Could you help develop a 3-day travel plan for two people, departing from Albany and set for Newark from March 29th to March 31st, 2022? Our budget is set at $700 for our journey. Please note that we'd require entire rooms for our accommodations. Also, we'd prefer to avoid self-driving. For our meal preferences, we are hoping to try out a variety of cuisines, including Indian, French, Mexican, and Italian."
travelplanner_test_0760,760,Newark,Charleston,3,hard,4,3300,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,4,21689,117,"Could you create a travel itinerary for a group of 4 departing from Newark and visiting Charleston for 3 days, from March 29th to March 31st, 2022? Our budget is now set at $3,300. We're hoping to find accommodations that allow visitors and have entire rooms available for us. Additionally, we'd prefer our itinerary to not include any flight plans."
travelplanner_test_0761,761,Atlanta,Rochester,3,hard,4,4500,"{""cuisine"": [""American"", ""Indian"", ""Mediterranean"", ""French""], ""house rule"": ""parties"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,1,13781,73,"Could you construct a 3-day travel itinerary for a group of 4, starting in Atlanta and taking us to Rochester between March 14th and March 16th, 2022? Our budget is set at $4,500. We're excited about trying American, Mediterranean, French, and Indian cuisines. We do not plan to self-drive, and we would like to stay in accommodations where parties are allowed."
travelplanner_test_0762,762,Chicago,Fayetteville,3,hard,3,2700,"{""cuisine"": [""American"", ""Indian"", ""Mediterranean"", ""French""], ""house rule"": ""pets"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,3,15981,81,"Can you help me design a 3-day travel itinerary for a group of 3, leaving from Chicago and heading to Fayetteville from March 13th to March 15th, 2022? Our budget is set at $2,700 for this trip. We have pets with us, so we require accommodations that are pet-friendly. For our meals, we'd like to have a mix of Indian, Mediterranean, American, and French cuisines. We prefer not to self-drive during our trip."
travelplanner_test_0763,763,Dallas,Santa Ana,3,hard,2,1400,"{""cuisine"": [""American"", ""Italian"", ""Mexican"", ""Indian""], ""house rule"": ""visitors"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,4,18787,94,"Could you help me create a 3-day travel plan for two people, beginning in Dallas and heading to Santa Ana from March 29th to March 31st, 2022? We have a budget of $1,400. In terms of accommodations, we'd like places that allow visitors. We're not planning on self-driving during our travel, and for our meals, we're interested in American, Indian, Italian, and Mexican cuisines."
travelplanner_test_0764,764,Raleigh,Texas,5,hard,2,4500,"{""cuisine"": [""Chinese"", ""Italian"", ""Mexican"", ""French""], ""house rule"": ""smoking"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,3,27827,146,"Would you be able to put together a 5-day travel itinerary for two people, kicking off from Raleigh traveling to Texas? Our desired travel dates are from March 9th to March 13th, 2022, and we're interested in visiting two cities within Texas. Regarding dining, we're eager to explore venues offering Italian, French, Mexican, and Chinese cuisines. For accommodations, we require places that permit smoking, and it's important for us to note that we would rather not self-drive during our trip. Our expenditure cap is set at $4,500 for the duration of this trip."
travelplanner_test_0765,765,St. Louis,Texas,5,hard,7,13300,"{""cuisine"": [""Mexican"", ""Indian"", ""Mediterranean"", ""French""], ""house rule"": ""children under 10"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,4,41004,215,"Could you propose a 5-day travel itinerary for a group of 7, commencing from St. Louis and intending to explore two cities in Texas from March 3rd to March 7th, 2022? Our budget is now set at $13,300. It is essential that our accommodations are suitable for children under 10. We are especially fond of Mediterranean, Indian, Mexican, and French cuisines, and we would prefer not to self-drive during our trip."
travelplanner_test_0766,766,Cleveland,Florida,5,hard,2,4500,"{""cuisine"": null, ""house rule"": ""smoking"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,3,27791,142,"Could you construct a 5-day itinerary for a pair of travelers departing from Cleveland and visiting 2 cities in Florida, taking place from March 22nd through March 26th, 2022? We've allocated a budget of $4,500. We require accommodations that allow smoking and provide entire rooms. We'd prefer not to drive ourselves during this trip. Please disregard any meal recommendations."
travelplanner_test_0767,767,Las Vegas,Oregon,5,hard,2,3300,"{""cuisine"": [""Chinese"", ""Italian"", ""Mediterranean"", ""French""], ""house rule"": ""visitors"", ""room type"": ""not shared room"", ""transportation"": null}",cuisine+house rule+room type,3,29479,146,"Could you devise a 5-day travel plan for 2 people, starting in Las Vegas and visiting 2 unique cities in Oregon from March 17th to March 21st, 2022? Our budget is set at $3,300. We require accommodations where visitors are allowed and the rooms are not shared. We'd love to try a variety of cuisines including Italian, Chinese, Mediterranean, and French during our trip."
travelplanner_test_0768,768,Binghamton,Michigan,5,hard,2,2900,"{""cuisine"": [""Chinese"", ""Italian"", ""Mexican"", ""Indian""], ""house rule"": ""parties"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,2,25936,133,"Could you help create a 5-day traveling itinerary for 2 people? We're starting from Binghamton and plan to visit 2 cities in Michigan from March 18th until March 22nd, 2022. Our budget is set at $2,900. We require entire rooms for our accommodations, and it's crucial that the places allow parties. For dining, we'd love to experience a variety of cuisines including Mexican, Indian, Chinese, and Italian."
travelplanner_test_0769,769,Boston,Michigan,5,hard,2,1900,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""private room"", ""transportation"": ""no flight""}",house rule+room type+transportation,1,21559,114,"Could you put together a 5-day travel plan for two, originating from Boston and covering 2 cities in Michigan from March 9th to March 13th, 2022? Our budget is set at $1,900. Our preference is to stay in private rooms and we will be traveling with children under 10 years old, so the accommodations need to be child-friendly. We'd like to avoid flights for transportation."
travelplanner_test_0771,771,Newark,Kentucky,5,hard,2,3200,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,1,23476,127,"Can you please help plan a trip for 2 people from Newark to explore 2 cities in Kentucky over 5 days, from March 10th to March 14th, 2022? We have a budget of $3,200. We will be bringing our pets, so we need pet-friendly accommodations. We'd prefer to have entire rooms to ourselves. We do not want to take any flights during our trip."
travelplanner_test_0773,773,Harrisburg,North Carolina,5,hard,2,3800,"{""cuisine"": [""Chinese"", ""American"", ""Italian"", ""Mediterranean""], ""house rule"": ""children under 10"", ""room type"": ""private room"", ""transportation"": null}",cuisine+house rule+room type,3,28485,147,"Can you construct a 5-day travel plan for two people, beginning in Harrisburg and visiting 2 cities in North Carolina from March 13th to March 17th, 2022? We have a budget of $3,800. Our preferences for accommodations are private rooms where children under 10 are permitted. As for food, we enjoy Chinese, Mediterranean, Italian, and American cuisines."
travelplanner_test_0775,775,Marquette,Michigan,5,hard,2,2700,"{""cuisine"": [""Chinese"", ""American"", ""Indian"", ""French""], ""house rule"": ""smoking"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,3,27127,140,"Can you generate a travel itinerary for 2 people, taking them on a 5-day visit starting from Marquette to explore 2 cities in Michigan from March 3rd to March 7th, 2022? We have a budget of $2,700. We'd like accommodations where smoking is allowed and prefer to have entire rooms. For food, we enjoy Chinese, French, Indian, and American cuisines."
travelplanner_test_0776,776,Redding,California,5,hard,2,3300,"{""cuisine"": [""American"", ""Mexican"", ""Indian"", ""French""], ""house rule"": ""visitors"", ""room type"": null, ""transportation"": ""no flight""}",cuisine+house rule+transportation,1,23535,127,"Could you please assist in creating a 5-day travel plan for two people, starting our journey in Redding and visiting two additional cities in California? We plan to embark on this journey between March 24th and March 28th, 2022. Our new budget is around $3,300. We require accommodations that allow visitors, and we enjoy a multitude of cuisines, including Indian, French, Mexican, and American. Instead of flying, we prefer alternative modes of transportation. Can you help organize this trip with these details in mind?"
travelplanner_test_0777,777,Kahului,California,5,hard,7,21000,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,2,26604,134,"Could you please create a 5-day travel itinerary for a group of 7, where we will be departing from Kahului and plan to visit 2 cities in California from March 9th to March 13th, 2022? Our budget is set at $21,000. We require accommodations that allow pets and would prefer to have entire rooms to ourselves. We'd also appreciate if the transportation did not involve self-driving."
travelplanner_test_0778,778,Washington,Michigan,5,hard,2,4600,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": ""not shared room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,2,25010,129,"Could you suggest a 5-day travel plan for two people departing from Washington and visiting 2 cities in Michigan from March 11th to March 15th, 2022? We have a budget of $4,600. Accommodations should be non-shared rooms, and it is important that they allow visitors. As for transportation, we prefer options that do not require self-driving."
travelplanner_test_0780,780,Norfolk,Illinois,5,hard,2,2900,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,2,25027,129,"Could you kindly assemble a 5-day travel plan for two people that commences in Norfolk and journeys through 2 cities in Illinois? Our travels are scheduled from March 16th to March 20th, 2022. We have earmarked $2,900 for this trip. We emphasize that our accommodations must accommodate children under 10 as we'll be traveling with our young ones. Ideally, they should be entire rooms. Also, we prefer to travel without taking any flights."
travelplanner_test_0781,781,Fort Lauderdale,New York,5,hard,2,4000,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""private room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,4,30216,149,"Could you please craft a 5-day travel itinerary for two people, taking off from Fort Lauderdale and stopping by two cities in New York from March 8th to March 12th, 2022? Our budget is set at $4,000. We require accommodations that are pet-friendly and should ideally be private rooms. Also, note we won't be opting for self-driving as a mode of transportation."
travelplanner_test_0782,782,Peoria,North Carolina,5,hard,8,9300,"{""cuisine"": [""Chinese"", ""Italian"", ""Indian"", ""Mediterranean""], ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,3,27688,140,"Can you provide a 5-day travel plan for a group of 8, starting from Peoria and visiting 2 cities in North Carolina between March 12th and March 16th, 2022? We have a budget of $9,300. We prefer accommodations that accommodate children under 10 and provide entire rooms. We are food enthusiasts and would love to sample Italian, Mediterranean, Chinese, and Indian cuisines."
travelplanner_test_0785,785,Denver,California,5,hard,5,9400,"{""cuisine"": [""American"", ""Italian"", ""Indian"", ""Mediterranean""], ""house rule"": null, ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",cuisine+room type+transportation,4,31579,154,"Could you arrange a 5-day travel itinerary for a party of 5? We'll be departing from Denver to visit 2 cities in California between March 17th and March 21st, 2022. Our budget is set at $9,400. Regarding our accommodations, we would like to have entire rooms. We'd prefer not to self-drive during our trip. And for dining, we would love to try a variety of cuisines, including Italian, Mediterranean, American, and Indian."
travelplanner_test_0788,788,Seattle,California,5,hard,5,10100,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,4,31573,154,"Could you help design a 5-day travel itinerary for a party of 5, leaving from Seattle to see 2 cities in California from March 25th to March 29th, 2022? Our budget is set at $10,100, and we require accommodations that are pet-friendly and should ideally be entire rooms. Additionally, we do not intend to drive ourselves, preferring other forms of transportation throughout this journey."
travelplanner_test_0790,790,Charlotte,California,5,hard,5,17300,"{""cuisine"": [""American"", ""Italian"", ""Indian"", ""Mediterranean""], ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,2,26451,133,"Can you put together a 5-day travel plan for a group of 5? We will be leaving Charlotte to visit 2 cities in California from March 21st to 25th, 2022. Our budget stands at $17,300. The accommodations have to be entire rooms and they should be friendly for children under 10. We enjoy a variety of cuisines including American, Mediterranean, Indian, and Italian."
travelplanner_test_0791,791,Baltimore,Indiana,5,hard,2,3500,"{""cuisine"": [""Chinese"", ""Mexican"", ""Indian"", ""French""], ""house rule"": ""smoking"", ""room type"": ""not shared room"", ""transportation"": null}",cuisine+house rule+room type,2,25060,132,"Could you please provide a travel plan for two people? We will be setting off from Baltimore and intend to visit two different cities in Indiana. Our journey spans from March 9th to March 13th, 2022, which is a total of 5 days. Our budget is now $3,500. In terms of accommodations, please ensure that we will have non-shared rooms. For the cuisine, we would like options to enjoy Mexican, French, Chinese, and Indian foods. A crucial house rule for our accommodations is that they allow smoking."
travelplanner_test_0793,793,Sioux Falls,Texas,5,hard,5,6700,"{""cuisine"": [""Chinese"", ""Mexican"", ""Indian"", ""French""], ""house rule"": ""parties"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,1,23452,123,"Could you help make a 5-day travel plan for a group of 5, which starts from Sioux Falls and includes visiting 2 cities in Texas from March 19th to March 23rd, 2022? Our accommodations must allow parties and provide entire rooms. We're looking forward to savoring Mexican, Chinese, French, and Indian cuisines. The budget for this trip is $6,700."
travelplanner_test_0794,794,Ontario,California,5,hard,8,13000,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,2,25540,132,"Could you help me construct a 5-day trip itinerary for a group of 8 people starting in Ontario that includes visiting 2 cities in California from March 10th to March 14th, 2022? We have a budget of $13,000. For our accommodations, we require entire rooms and it's important that they allow children under 10 as we will have young kids with us. We prefer transportation options that do not involve self-driving."
travelplanner_test_0797,797,Pittsburgh,Michigan,5,hard,2,1500,"{""cuisine"": [""American"", ""Italian"", ""Indian"", ""Mediterranean""], ""house rule"": ""children under 10"", ""room type"": ""private room"", ""transportation"": null}",cuisine+house rule+room type,1,24453,126,"Could you help devise a 5-day travel plan for 2 people, starting in Pittsburgh and visiting 2 cities in Michigan from March 3rd to March 7th, 2022? Our budget is $1,500. We require accommodations that allow children under 10 and private rooms. In terms of cuisine, we want to try American, Italian, Indian, and Mediterranean food."
travelplanner_test_0799,799,Greensboro,New York,5,hard,7,6600,"{""cuisine"": [""Chinese"", ""American"", ""Italian"", ""French""], ""house rule"": null, ""room type"": ""entire room"", ""transportation"": ""no flight""}",cuisine+room type+transportation,2,25153,130,"Could you help in crafting a 5-day travel itinerary for a group of 7, originating from Greensboro and covering 2 cities in New York from March 5th to March 9th, 2022? We have allocated a budget of $6,600. We'd love to try French, American, Italian, and Chinese cuisines during our trip. Also, we would prefer to have entire rooms for our accommodations, and we do not require flight transportation."
travelplanner_test_0803,803,Richmond,Florida,5,hard,7,11100,"{""cuisine"": [""Chinese"", ""American"", ""Italian"", ""Mexican""], ""house rule"": null, ""room type"": ""entire room"", ""transportation"": ""no flight""}",cuisine+room type+transportation,4,34740,183,"Could you draft a 5-day travel itinerary for a group of 7 people, starting from Richmond and planning to visit 2 cities in Florida from March 7th to March 11th, 2022? Our budget is set at $11,100. Concerning accommodations, we prefer to rent entire rooms. We will be traveling without flights. For dining, we would love to try a variety of cuisines including American, Chinese, Mexican, and Italian."
travelplanner_test_0804,804,St. Petersburg,Ohio,5,hard,2,3300,"{""cuisine"": [""Chinese"", ""Italian"", ""Indian"", ""Mediterranean""], ""house rule"": ""children under 10"", ""room type"": ""private room"", ""transportation"": null}",cuisine+house rule+room type,1,23801,126,"I need help creating a travel itinerary for a 5-day trip. We are a party of 2 and we will be departing from St. Petersburg to visit 2 cities in Ohio, from March 3rd to March 7th, 2022. We have reset our budget to $3,300 for this trip. Regarding accommodations, we require private rooms in establishments that are friendly towards children under 10. When it comes to food, we are looking to experience a variety of cuisines such as Mediterranean, Indian, Chinese, and Italian."
travelplanner_test_0807,807,Albuquerque,Texas,5,hard,7,13500,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,4,42654,222,"Could you help develop a travel itinerary for a group of 7? We're setting off from Albuquerque and plan to visit 2 cities in Texas over the course of 5 days, from March 16th through March 20th, 2022. The budget for our trip has been set at $13,500. In terms of accommodations, we would prefer entire rooms and the rooms should be kid-friendly as we have children under 10. Additionally, we prefer not to self-drive during our trip."
travelplanner_test_0808,808,Syracuse,Pennsylvania,5,hard,2,2900,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""private room"", ""transportation"": ""no flight""}",house rule+room type+transportation,1,24564,130,"Could you create a 5-day travel itinerary for 2 people starting in Syracuse and visiting 2 cities in Pennsylvania from March 1st to March 5th, 2022? We prefer private rooms as our accommodations and we will be bringing our pets along, so it is vital that our stays are pet-friendly, and we'd prefer not to travel by flight. Our budget is set at $2,900."
travelplanner_test_0809,809,Denver,New York,5,hard,2,5200,"{""cuisine"": [""Chinese"", ""Mexican"", ""Mediterranean"", ""French""], ""house rule"": ""smoking"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,4,30810,158,"Could you draw up a 5-day travel plan for 2 people departing from Denver and intending to explore 2 cities in New York, taking place between March 6th and March 10th, 2022? Our budget is set at $5,200 for this trip. We require accommodations that permit smoking. We're keen on trying diverse cuisines on our trip, notably Mediterranean, French, Chinese, and Mexican food. We'd prefer not to drive ourselves during the trip."
travelplanner_test_0810,810,Seattle,Utah,5,hard,2,4900,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,3,27611,141,"Could you help create a 5-day trip plan for two people, starting from Seattle and heading to two different cities in Utah from March 22nd to March 26th, 2022? We have allocated a budget of $4,900 for the trip. Our accommodations should be pet-friendly with entire rooms as we will be bringing our pets along. In addition, we would prefer not to use flights as our means of transportation."
travelplanner_test_0811,811,Denver,Montana,5,hard,2,2500,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""private room"", ""transportation"": ""no flight""}",house rule+room type+transportation,3,28500,152,"Can you help devise a 5-day travel plan for 2 people, departing Denver and visiting 2 cities in Montana, between March 27th and March 31st, 2022? Our budget is set at $2,500. We're bringing our pets so it's essential that the accommodations are pet-friendly and offer private rooms. Also, we'd prefer not to fly for any part of the travel."
travelplanner_test_0812,812,Wilmington,Pennsylvania,5,hard,2,2600,"{""cuisine"": [""American"", ""Italian"", ""Mediterranean"", ""French""], ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,1,23524,125,"Could you kindly produce a 5-day travel plan for 2 individuals? We wish to depart from Wilmington and explore 2 unique cities in Pennsylvania from March 23rd to March 27th, 2022. Our travel budget is now set at $2,600. We require accommodations that welcome children under 10, as we'll be traveling with our kids, and these should ideally be entire rooms. When it comes to cuisine, we appreciate a variety of meals including Mediterranean, American, French, and Italian."
travelplanner_test_0813,813,Chicago,North Carolina,5,hard,3,5500,"{""cuisine"": [""Chinese"", ""American"", ""Mexican"", ""Indian""], ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,4,31425,159,"Could you create a 5-day travel plan for a group of 3 people starting from Chicago to visit 2 cities in North Carolina from March 14th to March 18th, 2022? We have a budget of $5,500. We'll be bringing our pets, so we need pet-friendly accommodations. We prefer to stay in entire rooms. As for our food preferences, we enjoy Indian, American, Chinese, and Mexican cuisines."
travelplanner_test_0817,817,Minneapolis,Tennessee,5,hard,2,2300,"{""cuisine"": [""Italian"", ""Mexican"", ""Indian"", ""Mediterranean""], ""house rule"": ""children under 10"", ""room type"": null, ""transportation"": ""no flight""}",cuisine+house rule+transportation,2,24686,123,"Could you help create a travel plan for 2 people starting from Minneapolis and covering 2 cities in Tennessee over 5 days, from March 1st to March 5th, 2022? Our budget is $2,300 and we require accommodations that are open to children under 10. We prefer not to travel by flight. For our meals, we enjoy a variety of cuisines including Indian, Mexican, Italian, and Mediterranean."
travelplanner_test_0818,818,New York,Georgia,5,hard,5,7900,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,4,35601,178,"Could you assist in crafting a 5-day travel plan for a group of 5 individuals? We're beginning our journey in New York and aiming to visit 2 cities in Georgia from March 3rd to March 7th, 2022. With a budget of $7,900, we need to ensure our accommodations are pet-friendly and provide entire rooms. For this trip, we will not be self-driving."
travelplanner_test_0821,821,Milwaukee,New York,5,hard,7,6400,"{""cuisine"": [""Chinese"", ""American"", ""Mexican"", ""Mediterranean""], ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,2,25010,131,"Could you provide a 5-day travel itinerary for a party of 7, departing from Milwaukee and visiting 2 cities in New York from March 8th to March 12th, 2022? We have set a budget of $6,400 for this trip. We require entire rooms for our accommodations, and it's crucial that children under 10 are allowed as we are traveling with them. When it comes to gastronomic preferences, we enjoy Mediterranean, Mexican, Chinese, and American cuisines."
travelplanner_test_0822,822,Norfolk,Pennsylvania,5,hard,2,1300,"{""cuisine"": [""Italian"", ""Mexican"", ""Indian"", ""Mediterranean""], ""house rule"": ""visitors"", ""room type"": null, ""transportation"": ""no flight""}",cuisine+house rule+transportation,1,23486,125,"Could you design a 5-day travel itinerary for two people, departing from Norfolk and visiting two cities in Pennsylvania from March 24th to 28th, 2022? We have a budget of $1,300. Our accommodations must allow visitors. We'd love to try local Indian, Mexican, Italian, and Mediterranean cuisines during our trip. Please note that we would prefer not to take any flights."
travelplanner_test_0823,823,Islip,Florida,5,hard,2,4900,"{""cuisine"": [""American"", ""Italian"", ""Mexican"", ""French""], ""house rule"": ""pets"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,2,26480,135,"Could you help design a 5-day travel plan for two people, starting from Islip and visiting 2 cities in Florida from March 10th to March 14th, 2022? We have a budget of $4,900. We'll be bringing our pets, so we need pet-friendly accommodations. In terms of meals, we're interested in trying French, Mexican, American, and Italian cuisines. However, we prefer not to self-drive during our trip."
travelplanner_test_0824,824,Chattanooga,Texas,5,hard,2,2200,"{""cuisine"": [""Chinese"", ""Italian"", ""Mexican"", ""Indian""], ""house rule"": ""smoking"", ""room type"": ""not shared room"", ""transportation"": null}",cuisine+house rule+room type,1,24052,129,"Can you fashion a 5-day travel itinerary for 2 people starting out in Chattanooga and visiting 2 cities in Texas from March 3rd to March 7th, 2022? Our budget is set at $2,200. For lodgings, we require non-shared rooms and the premises must be smoking-friendly. Our cuisine preferences include Indian, Mexican, Chinese, and Italian. We have not yet defined our chosen mode of transportation."
travelplanner_test_0829,829,White Plains,Illinois,5,hard,2,3800,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""private room"", ""transportation"": ""no flight""}",house rule+room type+transportation,3,26795,140,"Could you help create a 5-day travel plan for 2 people, starting in White Plains and covering 2 cities in Illinois from March 13th to March 17th, 2022? Our accommodations must be able to accommodate children under the age of 10 and need to be private rooms. We prefer not to travel by flight and have reset our budget at $3,800."
travelplanner_test_0832,832,Key West,North Carolina,5,hard,4,8300,"{""cuisine"": [""American"", ""Italian"", ""Indian"", ""Mediterranean""], ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,3,26703,135,"Could you help design a 5-day travel plan for 4 people? We are planning to leave from Key West and visit 2 cities in North Carolina between March 1st and March 5th, 2022. A budget for the trip has been set at $8,300. We require entire rooms for accommodations and will be bringing our pets. We're particularly fond of Italian, Indian, Mediterranean, and American cuisines, so we would love to integrate those into our trip as well."
travelplanner_test_0835,835,Rochester,Minnesota,5,hard,2,3900,"{""cuisine"": null, ""house rule"": ""parties"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,3,29383,153,"Could you help craft a 5-day travel plan for 2 persons? The trip should start in Rochester and should cover 2 cities in Minnesota from March 11th to March 15th, 2022. We have a budget of $3,900 for the trip. For the sake of transportation, we would prefer no flights during the entire journey. We require accommodations that allow parties and provide entire rooms for our stay."
travelplanner_test_0837,837,Shreveport,Texas,5,hard,8,12900,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,1,24026,129,"Could you organize a 5-day travel plan starting on March 16th and ending on March 20th, 2022, for a group of 8 people? We will be departing from Shreveport and we want to visit 2 cities in Texas. Our budget is set at $12,900. It's vital that the accommodations we stay at allow pets as we'll be bringing ours along. We prefer to stay in entire rooms and we will not be flying for our journey."
